SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
O=C([O-])c1ncccc1F,ZINC000002598969,368,Done,9.06,-10.2012,glide-grid_8F76,,,-10.2012,-2.26268,,,,,,,,,,,,,1,,,-10.2012,9.49008,-13.5081,-4.01801,2.09514,8.27521
O=C([O-])[C@@H]1C[C@]1(F)Br,ZINC000137237026,206,Done,10.55,-10.201,glide-grid_8F76,,,-10.201,-2.11902,,,,,,,,,,,,,1,,,-10.201,-4.03688,-12.4828,-16.5196,2.93723,-6.85261
CO[C@H](F)C(=O)[O-],ZINC000086241645,207,Done,11.23,-10.1979,glide-grid_8F76,,,-10.1979,-2.13819,,,,,,,,,,,,,1,,,-10.1979,-10.9854,-11.7951,-22.7804,1.91891,-27.1091
Cn1ccc(C(=O)[O-])c1,ZINC000034327586,199,Done,9.4,-10.1972,glide-grid_8F76,,,-10.2092,-2.24029,,,,,,,,,,,,,1,,,-10.2092,-2.78863,-11.2582,-14.0469,2.55109,-9.00232
C[C@H]1C[C@H](C(=O)[O-])C1,ZINC000100060804,208,Done,12.08,-10.1969,glide-grid_8F76,,,-10.1969,-1.9453,,,,,,,,,,,,,1,,,-10.1969,-7.49132,-11.8235,-19.3148,0.594449,-16.4075
O=C([O-])[C@H]1C[C@H]1C(F)F,ZINC000104721613,189,Done,12.4,-10.1923,glide-grid_8F76,,,-10.1923,-2.1141,,,,,,,,,,,,,1,,,-10.1923,-5.21244,-12.8269,-18.0394,0.302586,-20.8478
O=C([O-])[C@@H]1COCCO1,ZINC000020446293,211,Done,12.49,-10.1916,glide-grid_8F76,,,-10.1916,-1.8983,,,,,,,,,,,,,1,,,-10.1916,-1.95421,-12.4604,-14.4146,0.222179,-6.47783
CC[C@@H](O)CC(=O)[O-],ZINC000004975461,212,Done,24.31,-10.1885,glide-grid_8F76,,,-10.1885,-2.32019,,,,,,,,,,,,,1,,,-10.1885,2.25418,-12.3291,-10.0749,5.71802,-11.4416
C[C@]1(O)C[C@H](C(=O)[O-])C1,ZINC000103536474,213,Done,19.89,-10.1869,glide-grid_8F76,,,-10.1869,-2.13058,,,,,,,,,,,,,1,,,-10.1869,-3.54135,-12.7177,-16.2591,0.635736,-11.4944
O=C([O-])c1cccs1,ZINC000000157468,215,Done,8.67,-10.1838,glide-grid_8F76,,,-10.1838,-2.18435,,,,,,,,,,,,,1,,,-10.1838,-4.18957,-12.2515,-16.441,1.6977,-13.0499
CC(C)[C@@H](F)C(=O)[O-],ZINC000001736843,216,Done,13.5,-10.1813,glide-grid_8F76,,,-10.1813,-2.15359,,,,,,,,,,,,,1,,,-10.1813,-8.78483,-10.676,-19.4608,7.47189,-16.9923
O=C([O-])C(F)(F)C(F)(F)Cl,ZINC000004015773,219,Done,10.81,-10.1775,glide-grid_8F76,,,-10.1775,-2.11089,,,,,,,,,,,,,1,,,-10.1775,-3.96496,-10.5497,-14.5147,1.25233,-12.1936
CCC(F)(F)[C@H](F)C(=O)[O-],ZINC000116895814,221,Done,14.71,-10.1772,glide-grid_8F76,,,-10.1772,-2.01224,,,,,,,,,,,,,1,,,-10.1772,-2.88487,-11.7039,-14.5888,3.93866,-6.18679
C[C@@H]1CC[C@H]1C(=O)[O-],ZINC000039424472,222,Done,12.68,-10.177,glide-grid_8F76,,,-10.177,-2.08176,,,,,,,,,,,,,1,,,-10.177,-0.813742,-12.1533,-12.9671,0.591659,-8.2205
O=C([O-])c1cc(F)n[nH]1,ZINC000307076819,1,Done,7.09,-10.1751,glide-grid_8F76,,,-10.1751,-2.05442,,,,,,,,,,,,,1,,,-10.1751,-10.5938,-11.3534,-21.9472,3.92822,-25.5199
CC[S@@](=O)CC(=O)[O-],ZINC000019092569,224,Done,16.81,-10.1698,glide-grid_8F76,,,-10.1698,-0.35,,,,,,,,,,,,,1,,,-10.1698,-1.60959,-14.047,-15.6566,1.95835,-9.02252
O=C([O-])[C@@H](O)C[N+](=O)[O-],ZINC000004180493,225,Done,26.83,-10.1697,glide-grid_8F76,,,-10.1697,-2.05302,,,,,,,,,,,,,1,,,-10.1697,-4.98994,-15.0923,-20.0823,2.67523,-17.2884
CO[C@H](CC#N)C(=O)[O-],ZINC000104717647,226,Done,15.31,-10.1684,glide-grid_8F76,,,-10.1684,-2.17018,,,,,,,,,,,,,1,,,-10.1684,-3.19792,-11.388,-14.5859,4.74317,-17.736
O=C([O-])C1CC=CC1,ZINC000000396187,227,Done,10.55,-10.1677,glide-grid_8F76,,,-10.1677,-2.10956,,,,,,,,,,,,,1,,,-10.1677,-2.03115,-11.7843,-13.8154,1.72589,-9.20167
O=C([O-])c1cocn1,ZINC000012471803,228,Done,8.66,-10.1644,glide-grid_8F76,,,-10.1644,-1.88217,,,,,,,,,,,,,1,,,-10.1644,-11.9974,-11.7982,-23.7956,2.62774,-28.1096
O=C([O-])C(=O)C(F)(F)F,ZINC000002525296,230,Done,10.42,-10.1573,glide-grid_8F76,,,-10.1573,-2.57482,,,,,,,,,,,,,1,,,-10.1573,-4.69153,-11.4765,-16.168,1.26807,-21.1266
O=C([O-])[C@H](O)CF,ZINC000033505626,231,Done,21.21,-10.1564,glide-grid_8F76,,,-10.1564,-2.33789,,,,,,,,,,,,,1,,,-10.1564,-8.52031,-11.3061,-19.8264,2.6628,-21.9536
C[C@@H](CF)C(=O)[O-],ZINC000104695508,232,Done,10.46,-10.1557,glide-grid_8F76,,,-10.1557,-2.17399,,,,,,,,,,,,,1,,,-10.1557,-7.48071,-10.4474,-17.9281,3.27541,-21.24
O=C([O-])[C@@H](F)CC(F)(F)F,ZINC000138109024,217,Done,13.4,-10.1531,glide-grid_8F76,,,-10.1531,-2.10531,,,,,,,,,,,,,1,,,-10.1531,-6.07971,-11.5665,-17.6462,1.83099,-21.9334
O=C([O-])c1cc(Cl)c[nH]1,ZINC000004218350,233,Done,8.32,-10.1516,glide-grid_8F76,,,-10.1516,-2.34085,,,,,,,,,,,,,1,,,-10.1516,6.01545,-9.96241,-3.94696,3.86582,-3.51792
O=C([O-])[C@@H]1CC[C@@H](F)C1,ZINC000076573094,256,Done,11,-10.151,glide-grid_8F76,,,-10.151,-1.89778,,,,,,,,,,,,,1,,,-10.151,-2.53493,-10.7877,-13.3226,0.499554,0.913155
O=C([O-])c1cc(Br)co1,ZINC000039189354,245,Done,8.42,-10.1508,glide-grid_8F76,,,-10.1508,-2.07706,,,,,,,,,,,,,1,,,-10.1508,10.4837,-11.2875,-0.803768,2.69178,-0.112837
C[C@@H]1[C@H](C)[C@H]1C(=O)[O-],ZINC000104696992,263,Done,11.22,-10.1466,glide-grid_8F76,,,-10.1466,-2.05772,,,,,,,,,,,,,1,,,-10.1466,1.89474,-12.3804,-10.4857,0.458497,2.65912
Cc1cc(C(=O)[O-])c[nH]1,ZINC000026897380,229,Done,9.41,-10.1447,glide-grid_8F76,,,-10.1575,-2.19834,,,,,,,,,,,,,1,,,-10.1575,-4.96583,-10.543,-15.5089,1.76822,-5.92897
CC(C)CC(=O)[O-],ZINC000000388188,253,Done,13.45,-10.1442,glide-grid_8F76,,,-10.1442,-2.09393,,,,,,,,,,,,,1,,,-10.1442,1.69533,-10.6302,-8.93482,3.52668,-11.4974
O=C([O-])c1ncc[nH]1,ZINC000000967355,220,Done,8.12,-10.1393,glide-grid_8F76,,,-10.1775,-2.03953,,,,,,,,,,,,,1,,,-10.1775,-9.8546,-10.9977,-20.8523,2.71278,-22.144
CCCC(=O)[O-],ZINC000000895132,236,Done,10.43,-10.1381,glide-grid_8F76,,,-10.1381,-2.13797,,,,,,,,,,,,,1,,,-10.1381,-10.0754,-10.6237,-20.6991,0.657046,-24.993
C#C[C@H](O)C(=O)[O-],ZINC000005112422,237,Done,25.36,-10.1356,glide-grid_8F76,,,-10.1356,-2.65316,,,,,,,,,,,,,1,,,-10.1356,-10.0542,-12.0688,-22.123,0.0315524,-26.6559
O=C([O-])[C@@H]1C[C@@H]1F,ZINC000033961345,100,Done,9.02,-10.133,glide-grid_8F76,,,-10.133,-2.01039,,,,,,,,,,,,,1,,,-10.133,-6.25897,-10.8206,-17.0795,0.329337,-21.9225
O=C([O-])[C@@H]1CC[C@H]1O,ZINC000076570694,239,Done,14.66,-10.1329,glide-grid_8F76,,,-10.1329,-2.22692,,,,,,,,,,,,,1,,,-10.1329,-3.63454,-11.6013,-15.2358,1.62551,-16.6043
O=C([O-])C=C1CC1,ZINC000021997971,247,Done,9.38,-10.1281,glide-grid_8F76,,,-10.1281,-1.68129,,,,,,,,,,,,,1,,,-10.1281,-9.49505,-9.89723,-19.3923,0.0174595,-19.0966
C/C(Cl)=C\C(=O)[O-],ZINC000004915175,244,Done,8.36,-10.1267,glide-grid_8F76,,,-10.1267,-2.12334,,,,,,,,,,,,,1,,,-10.1267,-11.424,-9.17794,-20.6019,0.0674841,-17.8406
O=C([O-])c1coc(Cl)c1,ZINC000040433851,261,Done,7.42,-10.1262,glide-grid_8F76,,,-10.1262,-1.88068,,,,,,,,,,,,,1,,,-10.1262,-0.156629,-10.9082,-11.0648,3.31906,-10.7604
O=C([O-])c1ccnnc1,ZINC000000154089,246,Done,11.82,-10.1244,glide-grid_8F76,,,-10.1244,-1.94775,,,,,,,,,,,,,1,,,-10.1244,0.32169,-10.6302,-10.3085,2.62882,-1.93429
CO[C@@H](F)C(=O)[O-],ZINC000086241646,248,Done,12.34,-10.122,glide-grid_8F76,,,-10.122,-3.06698,,,,,,,,,,,,,1,,,-10.122,-8.1899,-12.3336,-20.5235,0.11703,-22.6423
O=C([O-])C(=O)CO,ZINC000001532558,249,Done,14.24,-10.1212,glide-grid_8F76,,,-10.1212,-1.63136,,,,,,,,,,,,,1,,,-10.1212,-11.5767,-11.5845,-23.1612,2.59613,-26.5623
O=C([O-])c1ccc(Cl)s1,ZINC000000125451,250,Done,7.62,-10.1191,glide-grid_8F76,,,-10.1191,-2.20441,,,,,,,,,,,,,1,,,-10.1191,8.67021,-12.1728,-3.50264,1.98962,4.27589
O=C[C@@H](F)C(=O)[O-],ZINC000034214542,254,Done,12.02,-10.1158,glide-grid_8F76,,,-10.1158,-1.17853,,,,,,,,,,,,,1,,,-10.1158,-11.3764,-11.4032,-22.7796,1.05352,-27.7202
O=C([O-])c1cc[nH]n1,ZINC000005324338,251,Done,9.08,-10.1122,glide-grid_8F76,,,-10.1122,-2.04374,,,,,,,,,,,,,1,,,-10.1122,-10.9521,-12.1379,-23.09,4.07036,-26.3638
O=C([O-])c1cc[nH]n1,ZINC000067172155,252,Done,9.05,-10.1122,glide-grid_8F76,,,-10.1122,-2.04374,,,,,,,,,,,,,1,,,-10.1122,-10.9521,-12.1379,-23.09,4.07036,-26.3638
O=C([O-])C(F)(F)C1CC1,ZINC000107268248,257,Done,17.58,-10.108,glide-grid_8F76,,,-10.108,-1.76138,,,,,,,,,,,,,1,,,-10.108,-4.1415,-9.71083,-13.8523,1.21137,-11.4706
O=C([O-])c1nc[nH]n1,ZINC000004017405,260,Done,6.75,-10.1069,glide-grid_8F76,,,-10.1069,-2.20642,,,,,,,,,,,,,1,,,-10.1069,-11.6848,-12.4413,-24.1261,2.49493,-29.4582
O=C([O-])CO,ZINC000004658557,258,Done,10.92,-10.1049,glide-grid_8F76,,,-10.1049,-1.9015,,,,,,,,,,,,,1,,,-10.1049,-9.27444,-11.6716,-20.9461,0.0832047,-25.1175
C[C@H](C(=O)[O-])C(C)(F)F,ZINC000238856015,262,Done,12.53,-10.1032,glide-grid_8F76,,,-10.1032,-2.12808,,,,,,,,,,,,,1,,,-10.1032,-5.70901,-10.9548,-16.6638,1.97039,-12.3602
Nn1ccc(C(=O)[O-])c1,ZINC000096508948,255,Done,7.11,-10.1024,glide-grid_8F76,,,-10.1131,-2.21635,,,,,,,,,,,,,1,,,-10.1131,-2.167,-12.6642,-14.8312,2.49586,-10.6131
CCC(F)(F)[C@@H](F)C(=O)[O-],ZINC000116895812,265,Done,14.94,-10.0986,glide-grid_8F76,,,-10.0986,-1.92531,,,,,,,,,,,,,1,,,-10.0986,-2.83408,-10.9912,-13.8252,3.41914,-11.9849
O=C([O-])C1=COCCO1,ZINC000003884641,267,Done,11.91,-10.0945,glide-grid_8F76,,,-10.0945,-2.154,,,,,,,,,,,,,1,,,-10.0945,-3.25952,-10.2891,-13.5486,0.273324,-8.95536
C#C[C@H]1C[C@@H]1C(=O)[O-],ZINC000039244969,268,Done,11.09,-10.0916,glide-grid_8F76,,,-10.0916,-2.16421,,,,,,,,,,,,,1,,,-10.0916,-10.1634,-11.5052,-21.6687,0.594396,-27.0247
O=C([O-])C(F)(F)C1COC1,ZINC000258625573,270,Done,19.61,-10.0867,glide-grid_8F76,,,-10.0867,-0.5446,,,,,,,,,,,,,1,,,-10.0867,4.12841,-10.4027,-6.27429,13.7191,10.8565
N#CCCC(=O)[O-],ZINC000001632614,271,Done,11.45,-10.0855,glide-grid_8F76,,,-10.0855,-1.85288,,,,,,,,,,,,,1,,,-10.0855,-6.19907,-11.4781,-17.6772,1.7383,-20.0211
O=C([O-])C[C@H]1CO1,ZINC000033961358,272,Done,22.82,-10.0841,glide-grid_8F76,,,-10.0841,-1.14718,,,,,,,,,,,,,1,,,-10.0841,-9.65078,-11.8531,-21.5038,0.207593,-25.5001
C#Cc1ccc(C(=O)[O-])s1,ZINC000036533225,266,Done,13.24,-10.0828,glide-grid_8F76,,,-10.0828,-1.92419,,,,,,,,,,,,,1,,,-10.0828,-0.700276,-12.5678,-13.268,2.03229,0.147635
O=C([O-])[C@@H]1CCC=CO1,ZINC000004900353,274,Done,11.88,-10.0786,glide-grid_8F76,,,-10.0786,-2.12172,,,,,,,,,,,,,1,,,-10.0786,2.31767,-10.8971,-8.57942,0.325609,9.20623
O=C([O-])c1ncno1,ZINC000002548446,277,Done,8.05,-10.0758,glide-grid_8F76,,,-10.0758,-2.18729,,,,,,,,,,,,,1,,,-10.0758,-11.8963,-12.4341,-24.3305,2.99743,-29.7707
O=C([O-])C(F)C(=O)[O-],ZINC000019616177,278,Done,11.45,-10.0728,glide-grid_8F76,,,-10.0728,-2.13133,,,,,,,,,,,,,1,,,-10.0728,-10.0039,-13.6623,-23.6662,1.00693,-28.5714
Nc1cc(C(=O)[O-])on1,ZINC000082411259,276,Done,7.71,-10.0708,glide-grid_8F76,,,-10.0708,-2.04075,,,,,,,,,,,,,1,,,-10.0708,-6.40841,-12.383,-18.7914,0.0103766,-23.6655
C[C@H](S)C(=O)[O-],ZINC000003860781,279,Done,11.89,-10.0707,glide-grid_8F76,,,-10.0707,-2.20247,,,,,,,,,,,,,1,,,-10.0707,-8.2444,-10.925,-19.1694,1.14684,-19.7868
CC(C(=O)[O-])C(=O)[O-],ZINC000000901289,269,Done,21.12,-10.0704,glide-grid_8F76,,,-10.0911,-2.14095,,,,,,,,,,,,,1,,,-10.0911,-0.915216,-14.415,-15.3302,4.69975,-17.8531
CC[C@@H]1C[C@@H]1C(=O)[O-],ZINC000039348500,284,Done,13.52,-10.0698,glide-grid_8F76,,,-10.0698,-2.10025,,,,,,,,,,,,,1,,,-10.0698,-5.92965,-10.5484,-16.4781,1.01353,-6.84932
C[C@H](O)C(F)(F)C(=O)[O-],ZINC000052266220,280,Done,15.43,-10.0672,glide-grid_8F76,,,-10.0672,-1.67408,,,,,,,,,,,,,1,,,-10.0672,-2.16722,-12.5376,-14.7048,4.18534,-10.8966
C[C@@H](S)CC(=O)[O-],ZINC000005652372,295,Done,16.15,-10.0627,glide-grid_8F76,,,-10.0627,-2.28797,,,,,,,,,,,,,1,,,-10.0627,-7.36648,-10.7735,-18.14,2.34005,-14.7573
Cc1cocc1C(=O)[O-],ZINC000034363956,281,Done,11.97,-10.0604,glide-grid_8F76,,,-10.0604,-1.9157,,,,,,,,,,,,,1,,,-10.0604,-3.68349,-12.0393,-15.7228,0,-6.73194
C[C@@H](O)C(=O)[O-],ZINC000004658562,282,Done,10.94,-10.0601,glide-grid_8F76,,,-10.0601,-1.28612,,,,,,,,,,,,,1,,,-10.0601,-8.94884,-11.8768,-20.8257,0.120661,-24.5876
O=CCC(=O)[O-],ZINC000000895126,285,Done,10.24,-10.0584,glide-grid_8F76,,,-10.0584,-1.1633,,,,,,,,,,,,,1,,,-10.0584,-11.654,-11.1223,-22.7763,0.654375,-28.1714
NC(=O)CC(=O)[O-],ZINC000000901948,286,Done,10.71,-10.058,glide-grid_8F76,,,-10.058,-2.12322,,,,,,,,,,,,,1,,,-10.058,-14.368,-10.7332,-25.1012,0.889595,-30.7828
O=C([O-])[C@H](F)CC(F)(F)F,ZINC000138109138,287,Done,13.77,-10.0562,glide-grid_8F76,,,-10.0562,-2.12508,,,,,,,,,,,,,1,,,-10.0562,-4.23461,-13.2503,-17.4849,5.03636,-17.8538
O=C([O-])C(CF)CF,ZINC000115070774,289,Done,21.62,-10.0475,glide-grid_8F76,,,-10.0475,-2.173,,,,,,,,,,,,,1,,,-10.0475,-8.08375,-9.84659,-17.9303,6.18448,-17.2885
C[C@@H]1C[C@H]1C(=O)[O-],ZINC000001766070,290,Done,12.6,-10.0441,glide-grid_8F76,,,-10.0441,-1.97411,,,,,,,,,,,,,1,,,-10.0441,-4.00011,-11.5987,-15.5988,0.0426844,-13.8739
C[C@@H](CC(=O)[O-])C(=O)[O-],ZINC000000391199,489,Done,23.04,-10.0419,glide-grid_8F76,,,-10.0419,-1.41037,,,,,,,,,,,,,1,,,-10.0419,7.86336,-14.1022,-6.23887,5.96214,-6.1337
O=C([O-])c1nnco1,ZINC000040435006,293,Done,8.73,-10.0403,glide-grid_8F76,,,-10.0403,-2.0896,,,,,,,,,,,,,1,,,-10.0403,-12.1399,-12.4683,-24.6081,3.96137,-29.1653
O=C([O-])C1=CCC=C1,ZINC000059064373,291,Done,9.45,-10.0399,glide-grid_8F76,,,-10.0399,-1.97555,,,,,,,,,,,,,1,,,-10.0399,-7.28266,-7.62018,-14.9028,0.398367,-13.2972
O=C([O-])C1=CCC=C1,ZINC000088463132,292,Done,9.45,-10.0399,glide-grid_8F76,,,-10.0399,-1.97555,,,,,,,,,,,,,1,,,-10.0399,-7.28266,-7.62018,-14.9028,0.398367,-13.2972
COC1(C(=O)[O-])CC1,ZINC000104706455,294,Done,18.52,-10.0381,glide-grid_8F76,,,-10.0381,-2.05661,,,,,,,,,,,,,1,,,-10.0381,-9.00001,-13.2263,-22.2263,7.68831,-21.6744
O=C([O-])C1COC1,ZINC000020446316,296,Done,9.67,-10.0375,glide-grid_8F76,,,-10.0375,-2.06809,,,,,,,,,,,,,1,,,-10.0375,-9.23007,-11.0031,-20.2332,0.682207,-24.7068
O=C([O-])c1csnn1,ZINC000000967389,297,Done,7.53,-10.0368,glide-grid_8F76,,,-10.0368,-2.06156,,,,,,,,,,,,,1,,,-10.0368,-7.85776,-11.5992,-19.457,3.40653,-22.3216
O=C([O-])[C@]1(F)CCOC1,ZINC000108280580,298,Done,14.63,-10.0367,glide-grid_8F76,,,-10.0367,-1.71209,,,,,,,,,,,,,1,,,-10.0367,-5.44565,-11.5169,-16.9625,0.75766,-11.6244
O=C([O-])C1=COCCC1,ZINC000034129548,299,Done,12.36,-10.0355,glide-grid_8F76,,,-10.0355,-2.15583,,,,,,,,,,,,,1,,,-10.0355,-0.0342763,-9.73753,-9.77181,1.18272,0.599615
O=C([O-])c1cnsn1,ZINC000001270256,300,Done,9.02,-10.035,glide-grid_8F76,,,-10.035,-2.198,,,,,,,,,,,,,1,,,-10.035,-9.5629,-11.5984,-21.1613,2.92293,-23.9749
Cc1nc(C(=O)[O-])n[nH]1,ZINC000022688521,301,Done,7.42,-10.035,glide-grid_8F76,,,-10.035,-2.1518,,,,,,,,,,,,,1,,,-10.035,-7.83678,-12.1815,-20.0183,2.21945,-18.7919
O=C([O-])[C@H]1C[C@H]1CO,ZINC000039147347,436,Done,21.46,-10.0303,glide-grid_8F76,,,-10.0303,-2.46769,,,,,,,,,,,,,1,,,-10.0303,-7.04498,-9.65024,-16.6952,1.08473,-21.6208
O=C([O-])[C@H](F)C1CCC1,ZINC000088157889,302,Done,18.51,-10.0299,glide-grid_8F76,,,-10.0299,-2.12446,,,,,,,,,,,,,1,,,-10.0299,1.776,-12.8113,-11.0353,3.84211,1.14632
C/C(Cl)=C/C(=O)[O-],ZINC000001575454,303,Done,8.61,-10.0292,glide-grid_8F76,,,-10.0292,-2.10267,,,,,,,,,,,,,1,,,-10.0292,-7.59101,-9.37385,-16.9649,0.0965917,-19.906
O=C([O-])CCC(F)F,ZINC000039325990,305,Done,15.22,-10.0276,glide-grid_8F76,,,-10.0276,-2.15931,,,,,,,,,,,,,1,,,-10.0276,-8.91493,-11.4097,-20.3246,4.15625,-22.7476
O=C1C=C(C(=O)[O-])CC1,ZINC000013518017,306,Done,9.89,-10.0271,glide-grid_8F76,,,-10.0271,-2.04868,,,,,,,,,,,,,1,,,-10.0271,-5.99598,-8.11485,-14.1108,0.176385,-0.969316
O=C([O-])c1cc(Cl)ns1,ZINC000082404452,307,Done,6.96,-10.0258,glide-grid_8F76,,,-10.0258,-2.34185,,,,,,,,,,,,,1,,,-10.0258,8.89609,-11.2543,-2.35824,2.87519,0.909669
O=C([O-])c1coc(Br)n1,ZINC000044184982,309,Done,6.31,-10.0234,glide-grid_8F76,,,-10.0234,-2.23321,,,,,,,,,,,,,1,,,-10.0234,6.65007,-11.4664,-4.81638,3.33432,-5.01138
C[C@H]1O[C@H]1C(=O)[O-],ZINC000028530172,313,Done,9.45,-10.0216,glide-grid_8F76,,,-10.0216,-1.8641,,,,,,,,,,,,,1,,,-10.0216,-11.0072,-9.75069,-20.7579,0.0559706,-22.7523
Cn1cc(C(=O)[O-])c(F)n1,ZINC000203089095,315,Done,8.11,-10.0154,glide-grid_8F76,,,-10.0154,-2.25862,,,,,,,,,,,,,1,,,-10.0154,0.306199,-11.8578,-11.5516,2.69795,-3.50309
C[C@@H](C(=O)[O-])C(C)(F)F,ZINC000238856017,316,Done,12.34,-10.0089,glide-grid_8F76,,,-10.0089,-1.96642,,,,,,,,,,,,,1,,,-10.0089,-3.1662,-12.4157,-15.5819,2.66301,-8.07452
Cc1ccc(C(=O)[O-])s1,ZINC000000152267,321,Done,9.92,-10.0064,glide-grid_8F76,,,-10.0064,-2.17431,,,,,,,,,,,,,1,,,-10.0064,1.41014,-12.0247,-10.6145,-0.00023038,11.9238
C[C@@H]([C@H](F)C(=O)[O-])C(F)(F)F,ZINC000575471656,497,Done,15.34,-10.0045,glide-grid_8F76,,,-10.0045,-2.13202,,,,,,,,,,,,,1,,,-10.0045,-3.97828,-11.38,-15.3583,11.7008,-6.9088
O=C([O-])c1cccnn1,ZINC000001702762,322,Done,11.58,-10.0035,glide-grid_8F76,,,-10.0035,-2.13339,,,,,,,,,,,,,1,,,-10.0035,1.38019,-11.3095,-9.92931,2.75114,-6.67794
O=C1C[C@H](C(=O)[O-])CN1,ZINC000019088164,323,Done,10.51,-9.9998,glide-grid_8F76,,,-9.9998,-2.1624,,,,,,,,,,,,,1,,,-9.9998,-5.45058,-10.6951,-16.1457,0.1512,4.64559
CC(F)(F)CCC(=O)[O-],ZINC000019407990,324,Done,14.55,-9.99792,glide-grid_8F76,,,-9.99792,-2.18252,,,,,,,,,,,,,1,,,-9.99792,-6.07384,-10.7128,-16.7866,3.08223,-13.8448